EDUCATIONAL ATTAINMENT__Population 25 years and over,"EDUCATIONAL ATTAINMENT__Some college, no degree",EMPLOYMENT STATUS__Females 16 years and over,EMPLOYMENT STATUS__Own children 6 to 17 years,EMPLOYMENT STATUS__Population 16 years and over,"GROSS RENT__$1,500 or more",GROSS RENT__$200 to $299,GROSS RENT__Median (dollars),"HOUSE HEATING FUEL__Bottled, tank, or LP gas",HOUSE HEATING FUEL__Utility gas,HOUSEHOLDS BY TYPE__Average family size,HOUSEHOLDS BY TYPE__Family households (families),HOUSEHOLDS BY TYPE__Households with one or more people 65 years and over,HOUSEHOLDS BY TYPE__Total households,HOUSING TENURE__Owner-occupied,"INCOME AND BENEFITS (IN 2010 INFLATION-ADJUSTED DOLLARS)__$75,000 to $99,999",INCOME AND BENEFITS (IN 2010 INFLATION-ADJUSTED DOLLARS)__Mean household income (dollars),"INCOME AND BENEFITS (IN 2010 INFLATION-ADJUSTED DOLLARS)__Median earnings for male full-time, year-round workers (dollars)",INCOME AND BENEFITS (IN 2010 INFLATION-ADJUSTED DOLLARS)__Median family income (dollars),INCOME AND BENEFITS (IN 2010 INFLATION-ADJUSTED DOLLARS)__Median household income (dollars),"INDUSTRY__Finance and insurance, and real estate and rental and leasing",MORTGAGE STATUS__Housing units with a mortgage,MORTGAGE STATUS__Housing units without a mortgage,OCCUPANTS PER ROOM__1.00 or less,"OCCUPATION__Management, business, science, and arts occupations",OCCUPATION__Sales and office occupations,PLACE OF BIRTH__Native,RACE__One race__White,ROOMS__3 rooms,ROOMS__5 rooms,ROOMS__6 rooms,ROOMS__7 rooms,ROOMS__8 rooms,ROOMS__Median rooms,"SELECTED MONTHLY OWNER COSTS (SMOC)__$2,000 or more",SELECTED MONTHLY OWNER COSTS (SMOC)__$400 or more,SEX AND AGE__25 to 34 years,SEX AND AGE__45 to 54 years,SEX AND AGE__55 to 59 years,SEX AND AGE__Female,SEX AND AGE__Male,SEX AND AGE__Median age (years),"UNITS IN STRUCTURE__1-unit, detached",UNITS IN STRUCTURE__3 or 4 units,"VALUE__$1,000,000 or more","VALUE__$300,000 to $499,999",VEHICLES AVAILABLE__3 or more vehicles available,YEAR STRUCTURE BUILT__Built 1939 or earlier,YEAR STRUCTURE BUILT__Built 1950 to 1959,YEAR STRUCTURE BUILT__Built 2000 to 2004,YEAR STRUCTURE BUILT__Built 2005 or later,TOTAL KWH
1882,700,1508,682,2628,59,27,721.0,0,1205,3.56,811,191,1327,365,102,32189.0,25833.0,27543.0,24375.0,100,293,72,1262,265,335,3810,18,176,555,260,182,8,5.0,54,72,524,327,239,2025,1802,24.5,271,455,0,18,39,1012,42,30,21,5303316.0
1529,333,1034,392,1794,41,0,746.0,31,906,2.9,614,291,1015,287,84,46033.0,40493.0,28906.0,24896.0,61,142,145,960,213,279,2231,0,219,460,257,48,12,4.7,10,129,403,346,66,1269,968,36.0,366,243,0,0,25,661,156,131,0,4302193.0
2052,494,1419,281,2431,13,0,739.0,20,1051,3.85,553,379,1127,625,83,52804.0,36023.0,57574.0,47834.0,126,413,212,1105,359,300,2874,0,80,258,223,143,28,5.3,74,132,249,402,308,1608,1285,44.6,691,18,0,37,92,678,197,0,0,5704067.0
2388,575,1618,551,2854,88,0,891.0,0,1392,3.75,692,548,1448,823,120,47118.0,42235.0,48012.0,30000.0,102,527,296,1402,450,281,3459,111,60,612,313,97,152,5.3,79,220,289,544,230,1867,1645,44.5,1128,122,0,9,139,1308,170,0,11,7582523.0
1123,260,968,553,1438,66,12,833.0,15,667,3.77,433,168,794,264,35,35884.0,40875.0,20284.0,23654.0,48,162,102,753,179,220,2092,41,121,184,219,78,90,5.0,47,47,260,324,75,1281,842,29.0,246,177,0,30,18,473,93,6,86,2548738.0
1959,517,1389,616,2339,44,40,933.0,18,917,3.72,716,327,1032,523,45,43607.0,43690.0,27045.0,26136.0,28,368,155,1000,278,288,3186,56,0,441,368,105,112,5.6,12,68,442,345,217,1739,1447,32.5,526,137,0,21,39,883,88,18,66,4373208.0
1959,517,1389,616,2339,44,40,933.0,18,917,3.72,716,327,1032,523,45,43607.0,43690.0,27045.0,26136.0,28,368,155,1000,278,288,3186,56,0,441,368,105,112,5.6,12,68,442,345,217,1739,1447,32.5,526,137,0,21,39,883,88,18,66,4373208.0
1959,517,1389,616,2339,44,40,933.0,18,917,3.72,716,327,1032,523,45,43607.0,43690.0,27045.0,26136.0,28,368,155,1000,278,288,3186,56,0,441,368,105,112,5.6,12,68,442,345,217,1739,1447,32.5,526,137,0,21,39,883,88,18,66,4373208.0
972,318,922,699,1342,34,61,407.0,9,670,3.64,643,118,830,127,23,23275.0,34417.0,12166.0,17643.0,48,46,81,752,156,205,2603,0,87,293,128,33,36,4.7,0,53,390,151,30,1511,1092,17.2,104,134,0,18,1,329,269,0,0,992820.0
972,318,922,699,1342,34,61,407.0,9,670,3.64,643,118,830,127,23,23275.0,34417.0,12166.0,17643.0,48,46,81,752,156,205,2603,0,87,293,128,33,36,4.7,0,53,390,151,30,1511,1092,17.2,104,134,0,18,1,329,269,0,0,992820.0
5257,984,2981,1242,6029,0,16,760.0,0,2593,3.49,1917,835,2739,1892,258,64611.0,40859.0,66215.0,52383.0,205,1079,813,2614,757,906,7081,5649,150,848,784,290,166,5.4,166,420,1138,1158,531,3762,4268,35.7,1664,321,0,109,325,1037,547,213,36,14222544.0
2434,535,1517,896,2992,31,0,784.0,0,1242,3.84,962,200,1262,726,155,60820.0,37043.0,49282.0,47549.0,115,545,181,1161,386,458,2600,1576,53,408,266,118,46,5.2,352,128,537,489,329,2098,2099,30.5,740,200,0,367,182,673,370,11,0,6835399.0
3270,541,2140,1342,4147,92,0,955.0,0,1650,3.97,1228,174,1658,632,160,54325.0,30964.0,48264.0,47344.0,139,575,57,1556,502,703,3463,1344,171,539,476,62,106,5.2,311,53,876,678,383,2821,2722,31.0,349,550,9,450,156,1278,103,0,9,8435104.0
1129,172,806,343,1508,0,0,817.0,0,609,3.93,445,198,609,338,77,45271.0,29402.0,46250.0,35125.0,17,257,81,536,170,101,1207,662,28,234,110,50,65,5.2,135,70,177,293,72,1079,955,29.9,167,246,0,264,61,438,50,0,0,3033081.0
2336,308,1733,584,2865,32,0,1075.0,0,922,4.36,846,263,935,525,86,53356.0,30923.0,48146.0,48560.0,49,456,69,881,196,313,2571,1834,61,173,282,179,110,5.9,279,38,682,542,168,2275,1660,29.7,363,277,0,144,174,753,180,0,0,5257198.0
2207,169,1338,514,3092,0,0,801.0,14,1098,3.87,854,236,1139,422,135,44740.0,25458.0,41923.0,37420.0,12,333,89,1021,151,349,2386,1055,107,432,327,110,37,5.0,195,89,405,391,196,1669,2274,32.3,208,312,0,223,72,940,157,0,0,6719558.0
2667,409,1766,1070,3458,20,9,910.0,0,1297,3.82,1077,129,1359,580,73,46068.0,26049.0,36926.0,35904.0,108,519,61,1223,338,459,3291,1880,103,325,526,69,16,5.2,267,51,598,504,155,2402,2529,28.3,445,519,0,236,135,1157,64,0,59,5970940.0
2667,409,1766,1070,3458,20,9,910.0,0,1297,3.82,1077,129,1359,580,73,46068.0,26049.0,36926.0,35904.0,108,519,61,1223,338,459,3291,1880,103,325,526,69,16,5.2,267,51,598,504,155,2402,2529,28.3,445,519,0,236,135,1157,64,0,59,5970940.0
948,116,678,339,1242,0,0,914.0,8,606,3.68,310,74,631,196,67,43131.0,36750.0,46250.0,46101.0,74,139,57,590,176,113,1277,693,31,264,160,30,8,5.0,47,57,191,252,16,874,720,34.0,131,157,0,74,15,488,37,21,10,317035.0
830,185,640,243,1066,25,0,952.0,0,561,2.99,377,63,561,259,70,50151.0,40511.0,48173.0,48565.0,35,185,74,495,228,105,1181,455,59,126,175,79,0,4.9,69,38,177,228,59,830,545,30.8,95,220,0,97,25,417,84,40,31,1704159.0
1646,283,883,510,1988,0,0,884.0,0,709,4.37,515,140,709,329,46,46414.0,30082.0,39769.0,38013.0,70,290,39,627,161,176,2102,498,24,143,232,75,28,5.3,135,30,429,344,230,1209,1409,31.9,291,202,0,64,44,606,48,41,0,1540744.0
1686,251,1262,911,2432,43,25,854.0,0,863,4.1,737,69,1017,217,59,34719.0,27321.0,31790.0,26399.0,47,165,52,879,67,246,2265,1126,55,184,430,45,10,5.2,103,52,504,413,157,1730,1753,24.3,73,350,0,92,112,729,33,29,0,4583571.0
3969,440,2759,1067,5237,49,0,950.0,0,1906,3.96,1452,263,1969,503,143,52521.0,29136.0,38011.0,35220.0,271,477,26,1766,407,683,4524,1195,152,748,711,113,11,5.2,245,13,1273,934,181,3516,3422,28.7,275,775,0,209,155,1399,217,24,0,8597965.0
3409,604,2153,951,4327,57,0,911.0,9,1615,4.0,1311,174,1704,627,130,42730.0,29453.0,41218.0,34618.0,162,380,247,1489,433,572,4430,1997,124,653,486,127,71,5.0,169,185,1303,784,299,2873,3189,27.0,493,469,19,219,211,1503,186,0,0,9741119.0
1022,57,600,236,1119,0,0,1063.0,0,377,3.88,346,128,377,292,18,51025.0,40434.0,38704.0,40313.0,7,222,70,364,89,140,720,618,13,97,173,51,25,5.8,76,70,261,128,164,742,639,37.2,269,38,0,69,63,357,18,0,0,2238868.0
3245,551,2139,773,3996,47,46,944.0,0,1727,3.57,1230,258,1805,584,117,43643.0,29605.0,34605.0,34988.0,99,473,111,1594,502,461,4473,2126,122,532,611,111,0,5.0,318,99,958,607,312,2822,2594,31.4,253,655,0,274,62,1377,113,44,10,8076506.0
797,177,585,171,975,0,0,1063.0,0,371,3.69,258,115,406,98,71,42746.0,31699.0,41176.0,35000.0,80,81,17,369,29,183,1206,20,55,176,106,0,0,4.9,54,17,282,141,66,701,515,31.8,105,151,0,0,8,181,15,0,0,1882377.0
3585,853,2508,1158,4877,49,0,930.0,22,1791,4.22,1342,380,1959,697,159,34729.0,29375.0,26280.0,23090.0,50,461,236,1642,254,641,6329,589,74,616,544,234,40,5.3,170,154,863,701,282,3241,3377,26.9,481,679,0,97,76,1747,111,12,0,9123417.0
3218,631,2451,856,4088,69,96,819.0,27,1766,3.29,1288,824,1982,627,12,28827.0,31406.0,24250.0,18878.0,100,423,204,1949,191,262,5261,129,160,691,526,212,33,4.9,64,164,705,708,214,3016,2270,32.9,528,531,0,59,19,1425,70,134,3,8812770.0
1640,333,1164,697,2087,43,11,879.0,13,897,3.96,636,171,933,301,38,41727.0,33780.0,28551.0,28310.0,62,258,43,831,128,226,2646,1007,68,274,373,37,48,5.3,76,29,559,292,179,1509,1544,27.1,232,387,0,88,16,675,105,16,0,4279333.0
1640,333,1164,697,2087,43,11,879.0,13,897,3.96,636,171,933,301,38,41727.0,33780.0,28551.0,28310.0,62,258,43,831,128,226,2646,1007,68,274,373,37,48,5.3,76,29,559,292,179,1509,1544,27.1,232,387,0,88,16,675,105,16,0,4279333.0
1285,182,1237,584,1741,92,39,861.0,10,739,4.05,578,155,865,200,67,32437.0,49375.0,26587.0,17112.0,32,106,94,755,133,189,2640,184,11,375,205,76,0,5.0,41,74,368,264,211,1725,970,22.3,69,233,0,74,11,633,24,114,20,1839585.0
1285,182,1237,584,1741,92,39,861.0,10,739,4.05,578,155,865,200,67,32437.0,49375.0,26587.0,17112.0,32,106,94,755,133,189,2640,184,11,375,205,76,0,5.0,41,74,368,264,211,1725,970,22.3,69,233,0,74,11,633,24,114,20,1839585.0
3458,863,2574,939,4100,15,38,893.0,24,1765,3.71,1320,360,1831,788,48,39508.0,40241.0,26520.0,25442.0,77,629,159,1518,214,930,4821,738,78,683,367,133,55,4.9,322,129,1028,754,264,3334,2490,28.7,606,484,6,192,155,1391,287,73,0,10596917.0
3458,863,2574,939,4100,15,38,893.0,24,1765,3.71,1320,360,1831,788,48,39508.0,40241.0,26520.0,25442.0,77,629,159,1518,214,930,4821,738,78,683,367,133,55,4.9,322,129,1028,754,264,3334,2490,28.7,606,484,6,192,155,1391,287,73,0,10596917.0
1310,226,738,134,1520,93,0,894.0,15,797,2.98,226,183,1046,226,117,54846.0,47556.0,77500.0,31696.0,60,109,117,1012,514,158,1341,517,364,265,65,34,11,3.4,71,107,352,102,128,812,904,38.5,16,11,0,53,16,600,114,0,0,3422674.0
1310,226,738,134,1520,93,0,894.0,15,797,2.98,226,183,1046,226,117,54846.0,47556.0,77500.0,31696.0,60,109,117,1012,514,158,1341,517,364,265,65,34,11,3.4,71,107,352,102,128,812,904,38.5,16,11,0,53,16,600,114,0,0,3422674.0
747,24,450,89,951,0,0,801.0,15,581,2.69,189,55,640,143,17,57875.0,26667.0,117614.0,24022.0,121,112,31,628,433,98,733,472,196,68,11,4,59,3.1,80,31,400,108,17,536,553,29.1,41,15,0,4,53,495,70,0,21,1584062.0
1571,260,1279,307,2194,46,0,875.0,0,1053,3.08,475,149,1154,427,108,58670.0,52702.0,75865.0,37065.0,62,372,55,1140,805,199,2382,735,324,397,185,122,39,4.7,180,29,495,354,160,1511,1072,29.1,98,216,0,163,24,540,180,48,0,1799318.0
1440,128,1015,249,1842,88,12,1017.0,0,829,3.28,387,97,936,326,105,128551.0,37333.0,105057.0,51042.0,93,283,43,905,818,230,1915,999,193,215,141,147,40,4.6,129,31,375,458,103,1235,918,33.6,71,189,22,93,48,577,90,29,9,1991311.0
1293,191,936,210,1788,73,0,892.0,24,904,2.65,381,172,1089,360,79,49407.0,43926.0,72530.0,27031.0,39,271,89,1089,676,145,1578,1068,156,195,140,73,40,4.3,89,75,518,223,87,1000,1023,30.0,55,154,12,124,37,757,75,12,0,4127109.0
2083,432,1213,189,2309,36,0,723.0,29,1132,2.63,445,340,1525,546,126,49946.0,31146.0,63542.0,36414.0,210,310,236,1482,1012,244,2171,1039,428,246,77,118,13,3.3,141,168,779,288,181,1297,1313,34.9,47,143,9,51,17,778,386,0,0,3175929.0
2488,241,1588,196,3276,37,0,801.0,30,1310,2.71,759,401,1743,808,63,87877.0,53571.0,76719.0,56604.0,38,579,229,1614,1154,462,3166,1881,302,379,293,64,104,4.2,407,209,525,399,201,1925,1905,36.5,40,83,39,279,28,1106,298,19,0,5943806.0
2488,241,1588,196,3276,37,0,801.0,30,1310,2.71,759,401,1743,808,63,87877.0,53571.0,76719.0,56604.0,38,579,229,1614,1154,462,3166,1881,302,379,293,64,104,4.2,407,209,525,399,201,1925,1905,36.5,40,83,39,279,28,1106,298,19,0,5943806.0
2488,241,1588,196,3276,37,0,801.0,30,1310,2.71,759,401,1743,808,63,87877.0,53571.0,76719.0,56604.0,38,579,229,1614,1154,462,3166,1881,302,379,293,64,104,4.2,407,209,525,399,201,1925,1905,36.5,40,83,39,279,28,1106,298,19,0,5943806.0
2736,292,1941,101,3580,241,0,942.0,29,1450,2.54,434,578,2076,787,177,59533.0,58403.0,104167.0,47234.0,129,425,362,2076,1327,376,3002,2328,440,350,204,47,101,3.8,185,332,700,424,280,1962,1778,40.5,92,13,0,197,11,1230,90,14,0,5374380.0
2736,292,1941,101,3580,241,0,942.0,29,1450,2.54,434,578,2076,787,177,59533.0,58403.0,104167.0,47234.0,129,425,362,2076,1327,376,3002,2328,440,350,204,47,101,3.8,185,332,700,424,280,1962,1778,40.5,92,13,0,197,11,1230,90,14,0,5374380.0
1481,86,894,274,1663,165,0,990.0,11,869,2.76,602,228,982,533,50,131710.0,84688.0,141458.0,76528.0,69,317,216,955,825,109,1523,1608,101,71,133,144,93,6.0,200,178,402,305,143,1161,959,36.3,127,62,9,247,19,728,132,11,0,4350234.0
1144,95,686,269,1346,35,9,1032.0,0,624,2.99,404,189,718,364,28,150747.0,85417.0,146061.0,61250.0,85,228,136,706,689,71,1142,1124,108,119,55,120,43,4.9,166,136,234,231,130,787,795,41.5,149,17,64,75,13,591,58,0,0,4356506.0
965,218,745,198,1241,46,123,685.0,0,556,3.07,308,216,782,126,63,40287.0,50104.0,35294.0,28958.0,0,107,19,755,308,126,1284,146,195,115,72,71,0,3.7,16,10,270,127,21,891,625,32.3,10,172,0,20,7,236,97,37,15,68959.0
243,10,667,36,1173,23,0,1236.0,12,109,2.99,92,39,171,77,32,75313.0,71458.0,108333.0,49345.0,0,20,57,171,163,114,1037,1076,0,53,103,24,0,5.5,0,57,88,39,10,725,531,20.0,30,24,0,10,29,164,18,0,0,835722.0
243,10,667,36,1173,23,0,1236.0,12,109,2.99,92,39,171,77,32,75313.0,71458.0,108333.0,49345.0,0,20,57,171,163,114,1037,1076,0,53,103,24,0,5.5,0,57,88,39,10,725,531,20.0,30,24,0,10,29,164,18,0,0,835722.0
869,140,454,149,1005,20,32,758.0,21,463,2.94,232,120,529,255,67,106741.0,54821.0,55132.0,54137.0,70,226,29,520,284,97,1075,240,95,115,200,73,54,5.8,114,18,118,280,55,529,647,41.4,76,197,8,58,32,469,149,10,0,959431.0
869,140,454,149,1005,20,32,758.0,21,463,2.94,232,120,529,255,67,106741.0,54821.0,55132.0,54137.0,70,226,29,520,284,97,1075,240,95,115,200,73,54,5.8,114,18,118,280,55,529,647,41.4,76,197,8,58,32,469,149,10,0,959431.0
1639,321,935,416,1829,37,0,1009.0,0,904,3.07,646,279,978,739,170,71428.0,52222.0,75000.0,53107.0,94,569,170,967,393,268,1802,1686,106,256,200,116,121,5.5,290,139,297,394,145,1292,1070,39.5,411,89,0,386,38,638,72,116,26,5707503.0
2614,541,1375,513,2840,72,0,907.0,6,1334,3.29,974,230,1407,874,221,83451.0,51381.0,74847.0,62026.0,142,646,228,1300,752,674,3125,2497,49,208,243,214,161,5.8,427,177,702,586,223,1840,1910,35.5,713,197,15,415,150,922,175,15,43,11174094.0
3124,453,1678,404,3640,14,0,787.0,0,1616,3.4,722,252,1743,696,322,53155.0,37201.0,65000.0,39915.0,173,489,207,1553,764,470,2533,2186,431,427,89,67,71,4.0,183,142,843,718,235,1941,2277,36.8,129,104,0,62,76,910,225,127,0,5938745.0
3547,602,2004,760,4171,31,0,895.0,34,1837,3.37,1318,293,1930,848,144,60146.0,40238.0,54063.0,50884.0,236,724,124,1839,862,742,3658,2499,126,618,353,205,93,5.1,427,103,1145,725,277,2789,2586,31.5,641,426,0,286,170,1329,225,62,82,11015101.0
2281,366,1296,688,2601,68,0,925.0,8,1125,3.66,847,155,1183,489,69,49639.0,29211.0,41732.0,40096.0,55,366,123,1120,323,409,2111,1319,81,540,360,70,15,5.1,261,123,1005,202,225,1802,1883,30.4,191,582,13,326,51,1019,35,0,74,6250270.0
2982,416,1750,664,3399,28,0,913.0,0,1241,4.26,912,159,1241,689,184,66219.0,35526.0,50761.0,52375.0,173,503,186,1058,585,491,2369,2174,86,425,258,186,72,5.1,336,175,1133,445,305,2295,2201,32.2,296,452,0,246,187,994,0,18,43,5971196.0
2076,407,1261,242,2179,11,0,1053.0,0,1208,3.24,627,127,1289,573,169,63908.0,49662.0,61292.0,50511.0,109,482,91,1276,694,320,2137,1599,131,475,262,131,42,5.0,226,91,885,176,78,1608,1298,32.2,232,543,0,182,42,935,158,47,128,6703552.0
2494,539,1336,456,2781,36,0,910.0,40,1343,3.26,763,126,1454,678,225,71661.0,39107.0,61343.0,61579.0,369,600,78,1380,974,450,2557,1722,236,498,279,62,19,4.9,283,57,1134,407,241,1697,1823,30.2,357,250,0,180,122,1169,90,29,134,5603521.0
4214,802,2264,736,4934,72,8,984.0,22,1938,3.64,1290,537,1985,1161,452,81479.0,45589.0,84893.0,67583.0,267,925,236,1928,1167,865,4395,3846,176,772,370,162,61,5.1,634,202,765,1086,254,2918,3150,39.1,802,318,13,629,321,1382,216,0,11,10727604.0
3702,699,2154,693,4233,16,0,967.0,0,1682,3.7,1134,353,1817,757,306,57552.0,28770.0,55227.0,45087.0,201,539,218,1708,606,718,3160,2775,117,658,440,81,47,4.9,339,204,1122,697,248,2712,2440,35.0,330,646,0,382,197,1538,264,0,16,12954252.0
1942,327,1095,346,2215,0,0,866.0,0,951,3.58,553,211,1005,597,121,83253.0,42337.0,81023.0,61563.0,145,461,136,938,516,326,2040,1763,76,237,243,132,97,5.7,242,125,403,359,225,1257,1361,41.1,442,91,0,215,160,902,62,26,0,6720431.0
1308,309,813,222,1523,14,0,965.0,0,738,2.93,488,98,784,468,49,87157.0,54630.0,68625.0,56286.0,144,337,131,773,384,213,1634,1612,69,170,172,109,66,5.5,254,131,340,290,130,1004,795,38.1,302,67,13,189,86,759,0,0,0,4106486.0
1446,158,737,230,1497,10,0,1055.0,0,716,3.22,503,134,751,572,57,143296.0,99063.0,143177.0,101563.0,192,453,119,751,690,198,1792,1592,19,168,186,153,66,6.1,328,119,315,272,60,1005,995,37.8,384,86,44,155,70,491,27,130,38,5527720.0
1975,208,1033,338,2193,9,0,954.0,0,896,3.74,644,91,915,633,75,73389.0,34565.0,67377.0,65838.0,81,542,91,889,401,287,1744,1480,67,336,200,60,10,5.0,347,73,477,548,78,1300,1458,36.0,328,129,10,352,125,477,60,116,66,5930372.0
2885,524,1678,427,3478,48,0,852.0,13,1412,3.45,926,219,1512,496,229,59931.0,34171.0,53500.0,47143.0,149,356,140,1394,408,477,2804,2841,182,375,362,18,21,4.6,219,112,901,512,249,1937,2209,33.2,311,332,0,252,166,1320,71,0,32,6633300.0
3622,866,2238,792,4317,80,15,1038.0,12,2151,3.4,1354,635,2202,1244,245,67343.0,54610.0,70000.0,54632.0,130,705,539,2101,818,588,4329,4619,129,690,534,366,57,5.5,481,490,598,939,289,2933,2656,38.7,940,532,0,746,344,713,792,0,0,138685.0
3232,576,2016,460,3763,48,0,1030.0,53,1715,3.15,1139,787,1825,1389,173,68818.0,52461.0,70625.0,55948.0,289,804,585,1808,791,574,3115,3777,105,644,445,177,104,5.3,368,469,551,653,312,2342,2161,42.9,1495,95,41,780,268,415,780,15,0,7307.0
3232,576,2016,460,3763,48,0,1030.0,53,1715,3.15,1139,787,1825,1389,173,68818.0,52461.0,70625.0,55948.0,289,804,585,1808,791,574,3115,3777,105,644,445,177,104,5.3,368,469,551,653,312,2342,2161,42.9,1495,95,41,780,268,415,780,15,0,7307.0
3341,545,2065,480,3787,0,0,893.0,32,1782,2.99,1282,763,1857,1662,355,74571.0,57788.0,72031.0,67188.0,158,1114,548,1819,777,454,3127,3844,130,361,682,162,205,5.9,513,469,435,778,331,2365,2121,45.4,1563,31,0,993,234,131,753,11,17,98999.0
3633,796,2131,639,4160,0,0,954.0,32,1892,3.21,1333,591,1957,1336,178,72783.0,50671.0,74150.0,59519.0,213,735,601,1946,899,659,4114,4073,205,884,354,114,92,5.0,306,463,786,901,220,2567,2508,39.9,1180,374,21,650,361,1093,484,33,0,19515592.0
1866,419,1232,430,2339,0,11,871.0,0,1064,3.32,731,299,1145,698,98,57793.0,48571.0,61292.0,55798.0,129,489,209,1139,470,300,2138,2536,129,424,216,57,89,5.1,348,203,305,457,175,1412,1459,40.3,479,209,0,486,174,636,295,65,0,8045470.0
3614,632,2213,715,4173,10,0,742.0,15,1795,3.4,1317,617,1865,1719,315,75516.0,53800.0,79539.0,69336.0,367,1064,655,1865,843,685,3469,4460,92,566,521,368,150,5.7,516,536,495,906,387,2616,2542,42.1,1677,78,39,916,366,516,844,39,22,13050359.0
3628,878,2026,504,4073,43,0,1010.0,9,1888,3.29,1095,696,1938,1163,220,69447.0,45155.0,90335.0,53750.0,184,783,380,1892,667,870,3305,3560,108,593,345,132,79,5.1,402,346,964,616,326,2215,2570,39.4,613,438,0,510,199,719,440,82,10,10949292.0
3628,878,2026,504,4073,43,0,1010.0,9,1888,3.29,1095,696,1938,1163,220,69447.0,45155.0,90335.0,53750.0,184,783,380,1892,667,870,3305,3560,108,593,345,132,79,5.1,402,346,964,616,326,2215,2570,39.4,613,438,0,510,199,719,440,82,10,10949292.0
3824,691,2458,619,4487,103,0,889.0,19,1671,4.03,1169,493,1722,1209,371,80406.0,60086.0,84031.0,76051.0,147,826,383,1633,783,943,3776,3917,49,717,222,304,190,5.3,671,352,973,658,517,2866,2637,36.5,1046,238,21,646,341,1304,124,30,0,12426509.0
2483,488,1554,390,2865,0,0,824.0,16,1306,3.17,825,362,1439,1024,216,55045.0,31167.0,62819.0,51571.0,148,708,316,1398,639,351,2241,2785,298,317,78,22,218,4.4,280,194,540,469,306,1704,1614,41.2,386,104,14,319,157,501,108,34,13,8207684.0
2483,488,1554,390,2865,0,0,824.0,16,1306,3.17,825,362,1439,1024,216,55045.0,31167.0,62819.0,51571.0,148,708,316,1398,639,351,2241,2785,298,317,78,22,218,4.4,280,194,540,469,306,1704,1614,41.2,386,104,14,319,157,501,108,34,13,8207684.0
1019,256,552,248,1083,21,75,717.0,0,533,2.98,399,85,572,253,92,60390.0,48077.0,61736.0,37143.0,130,198,55,559,224,148,1379,49,0,159,105,20,72,5.2,182,55,143,145,60,674,727,38.9,224,90,17,126,34,253,0,0,96,3374906.0
1323,260,724,344,1492,46,30,863.0,0,828,3.13,435,71,828,559,79,87292.0,64663.0,109432.0,69271.0,60,502,57,828,603,124,1646,63,134,240,81,102,84,5.1,391,57,302,579,47,953,895,41.3,188,224,0,276,76,442,81,260,100,4804927.0
1642,385,942,506,1815,0,147,578.0,18,1028,3.61,445,209,1310,207,34,46811.0,39297.0,31821.0,20851.0,33,199,8,1217,354,311,2532,53,394,147,180,46,24,3.5,87,8,455,361,173,1382,1279,30.3,96,190,0,31,91,445,260,17,0,3563277.0
2040,664,1410,497,2364,6,75,703.0,7,1399,3.22,643,414,1625,541,62,38998.0,51635.0,25096.0,21627.0,120,416,125,1582,473,294,3146,174,468,329,187,71,48,3.9,223,57,448,325,189,1913,1286,34.9,88,181,12,72,32,733,398,79,8,2785091.0
1091,106,841,66,1315,13,0,814.0,0,653,2.82,324,123,729,311,69,125966.0,55500.0,113167.0,53594.0,76,234,77,729,480,178,1246,432,142,92,62,43,80,4.3,143,77,215,221,197,950,508,38.6,135,157,64,56,100,339,38,76,0,3857008.0
1319,174,919,279,1568,42,0,901.0,4,727,2.96,551,191,895,466,50,115002.0,91429.0,119125.0,60375.0,112,383,83,895,811,185,1789,781,127,119,98,64,57,5.4,275,83,274,290,73,1197,846,36.2,199,100,137,91,76,755,63,12,0,2573528.0
4271,778,2841,199,4967,457,11,1126.0,21,1767,2.48,1008,899,3363,1099,347,71431.0,50194.0,78636.0,42891.0,252,721,378,3297,1917,415,4332,1684,1002,502,396,251,39,3.8,234,326,1096,767,351,3062,2364,42.8,73,32,46,180,34,605,687,47,0,12707692.0
4271,778,2841,199,4967,457,11,1126.0,21,1767,2.48,1008,899,3363,1099,347,71431.0,50194.0,78636.0,42891.0,252,721,378,3297,1917,415,4332,1684,1002,502,396,251,39,3.8,234,326,1096,767,351,3062,2364,42.8,73,32,46,180,34,605,687,47,0,12707692.0
869,140,454,149,1005,20,32,758.0,21,463,2.94,232,120,529,255,67,106741.0,54821.0,55132.0,54137.0,70,226,29,520,284,97,1075,240,95,115,200,73,54,5.8,114,18,118,280,55,529,647,41.4,76,197,8,58,32,469,149,10,0,799067.0
869,140,454,149,1005,20,32,758.0,21,463,2.94,232,120,529,255,67,106741.0,54821.0,55132.0,54137.0,70,226,29,520,284,97,1075,240,95,115,200,73,54,5.8,114,18,118,280,55,529,647,41.4,76,197,8,58,32,469,149,10,0,799067.0
2161,382,1124,309,2335,221,0,1164.0,31,1171,2.97,642,82,1309,695,229,118304.0,72470.0,104286.0,88893.0,326,583,112,1309,1119,510,2564,2632,140,189,193,191,142,5.2,462,112,1038,310,105,1448,1446,31.7,269,248,79,237,69,945,98,21,59,6101090.0
1702,327,1074,94,1975,80,0,996.0,19,1032,2.84,441,83,1101,304,171,75185.0,51400.0,85272.0,57978.0,227,239,65,1065,774,296,1594,1497,248,95,161,30,28,4.0,171,46,842,256,99,1154,979,30.7,117,277,24,142,35,543,247,48,0,2397163.0
